artist,song,lyrics,genres,genre_1,genre_2,genre_3
Birdman,1st Key,"[Hook:]

I bought my 1st key from my baby momma brotha

I bought my 1st key

Bought my bought my 1st key

I bought my 1st key from my baby momma brotha

I bought my 1st key

Bought my bought my 1st key




[Birdman:]

Yeah, hustlin' on my city streets

Tryin' to get a whole key (I bought my 1st key, my 1st key)

In '93 and we was gettin' 'em like for 25

Colombian connect, homey we was gettin' fly

We on the grind and our nuts got bigga

And every day we in the mothafuckin hood our guns got bigga

Stuntin on them niggas, gettin' money stayin' fly every day a nigga spendin'

Ridin' 25's and we blazin' gettin' high, nigga showin' off his ride

Cruisin' through the beach nigga rollin' in them bimmers

Them people pull me over hatin' 'cause they can't see us

Know I got the money (laws won't leave me alone)

Now they actin funny 'cause they know a nigga strong

Money long and we comin'




[Hook x2]




[Lil Wayne:]

I ain't have to touch a piece of work since '94

I lost my daddy in '96 and started makin' moves

In '98 (i got a brand new Lexus coupe)

(now them laws won't leave me alone)

They pull me over, lock me up, I bail out on my own

I call my poppa on the phone, tell him cook up a zone

I leave a house with a pocket full of stones

Got them hoes slangin', hidin' packs in they titties

Them small chest bitches gotta put it in their butt

(20s in them they can't fuck wit us)

I got so many hoes

(it's to the flow or I don't see, don't know)

(now they won't leave me alone)

Man I got so much dough

(it's to the flow or I don't see, don't know)

(now they won't leave me alone)

Weezy baby d boy




[Hook x2]




[Birdman:]

And I ain't touch a motherfucking ki since '04

And that's the word that we serving, look that's all we know

Them niggas talking shit but we the niggas wit the cash flow

(i still smoke that weed, smoke that smoke that smoke that weed)

And I'm back on the beach and we blowing out the whole beat

My AK MAC-11 represent the 3

Gangsta like a motherfucker me and my homies




[Lil Wayne:]

Yeah, my nigga rabbit was a OG

My momma husband that's what show me (my 1st key)

Yup, then you know I had to be a hustler

I started selling hubbers",,,,
Birdman,Ghetto Life,"[Birdman]

Yeah nigga Fast Money, Cash Money

how we roll it out-is how we roll it in

know what I'm sayin nigga feel me nigga

we just hit a lick nigga

gotta bout 50 more years nigga

and I wanted to go fuck with a nigga

who broke bread with us first nigga so we flew to Houston ya holla!




[Bun B]

I jumped in the game with a 50 dollar sack

a heart full of hustle and my mind on stacks

I held my nuts in the game called crack

now I'm deep up in the streets and I ain't never lookin back

I gotta reputation I ain't gotta keep dealin it

a south nigga....give a fuck if you ain't feelin it

UGK for life bitch an underground boss

disrespect and that's a line you don't really wanna cross (Fa Real)

quick on the trigger, pull a pistol out quick on a nigga

one click blow the shit out a nigga (BLOAH)

been bout a figure ain't stoppin till I see it

don't hate me hoe cause that's the way I gotta G it

P.A.T baby that's me baby...Free Pimp C and that's real OG baby

this dedicated to my niggaz on lock

KS, Young Ryno, and the homie Lil'Block it don't stop




[Chorus x2: Bun B]

Take a walk through my ghetto life (ghetto life)

let me show you that my ghetto's shiest (ghetto's shiest)

drug deals, and young niggaz gettin'killed

I ain't gotta tell you that my ghetto real




[6 Shot]

Uhhh look at here, uptown cut throat nigga

any year crisp and clear ya hear me now

nothin nice break you off with a style Fuh real

coke, dope, pills-it's no joke here

everybody strapped look at where I'm at (BLAT, BLAT)

nigga shits so real it's no doubt about it

all cowards get killed

fa sheezy while I'm sneakin through them people

forty four bags and them people

in that M-A-G-N-O dish it out or get from round L-I-A uptown

know ya down all that drama (???)

thuggin with a heavy (??)shinin on them hoes ya know

it's so real it's no doubt about it

all cowards get killed ya know




[Chorus]




[Birdman]

Look you know them guns go to poppin

when them niggaz go to drop e'm

make e'm all run go to scatter nigga

cause when you fuckin with the man

he'll spend a few grands cause you know we puttin change on ya

yeah cause we thugged out, wigged out

came through the neighborhood with the guns out

nigga don't make me drop the top

don't give a fuck about the weather cause we still gon'shine nigga

yeah and that was changeable evidence homie

that's why they let Rufus go

and we was playin with paper nigga-and dropped 50 on the flo'nigga

so I spread my wings out came through the nieghborhood with the L's out

nigga and I'm tryin to get out

the dope game but I still let them birds out




[Chorus]




[Birdman ad libs to end]","hip-hop, rap, dirty south",hip-hop,rap,dirty south
Birdman,Out The Pound,"[Hook:]

We got the diamond in the back (Yea)

Tinted rolled up (Yea)

Blowin' out the pound

In a brand new truck



Where ya at wit' it?

Let's go and get it

If you a real d-boy

Money over bitches




[Over the Hook:]

Yea, this one here for uptown

I know we lost a lot that we gon' never get back

All the time, but it's a must that we do this here homeboy

Yea, uptown already nigga!



Slap a bitch wit' a pound and a ki

Twenty of them thangs, ten on my street

Hundred at my crib, ten fo' a beat

Fifty on a Caddy wit' the swine suade seats

Twenty on a bike, third world peace

Two on the yaucht, million on the fleet

Fo' five fo' a pound of that leaf

A hundred dollaz for a chopper on the streets

We uptown, we gon' ride 'til we die nigga

We stay fresh, get money stay fly nigga

Ain't nuttin' changed I ride them skinny tires

Wit' the candy on the slab, on the buttons wit' them twenty-fives

From no money nigga, now we talk Ca$h Money

From lil' money nigga, now we talk big money

From no nothin' now we all sayin' somethin'

Mo' money nigga, mo' money nigga




[Hook x2]



What it do H-Town?

Wha's up B-Town?

Wha's up A-T-L?

Chea

Hit the town in a Phantom and a G

Wit' two pounds, two broads and a suite

Two toned everything a nigga see

Burnin' rubber in these motherfuckin' streets

Made man, ol' head taught me

Like father, like son we a G

Sixty-four seventy-eight tiger seats

Ol' school drop tops on the beach

Birdman, we do this 'cuz we stunnas

Ain't nuttin' changed in them brand new Hummas

Hood rich, we do it fo' the numbas

Tha fo' fives and the tens and the hundreds

Two fifteen nigga talkin' cash shit

Got a hundred from my bitch she a badd bitch

Money won't change nigga neva average

That's why I'm livin' this bitch so lavish




[Hook x2]



Yea nigga

We been blowin' out the pound all day hustlin'

Ya heard me?

And this is how we get down at the end of the night

After all that grindin'

Shit

I'm in the club, hoez showin' love

Nigga know we got it, that's why they wanna plug

Pussy poppin' shit, like they wanna thug

Knowin' they ain't 'bout it and them clips gon' bust

I got stacks, that's jus' how it is

Boy Mack supa fly in a Coupe Deville

And got birds in the field

Grindin' all the time

Tryna get a mill'

Neighborhood superstar, third world gangsta

I put mines in, did a lil' more thinkin'

Shine in the summer

Minx in the winter

Ice year round

Twenty on the pinky

Damn my town

Went down sinkin'

Made my rounds

Bounced back bankin'

Neva fold

That's what make me

Make the money

Don't let it break ya




[Hook x2]



Yea

That's what it do nigga

We better hustlaz than you nigga

Money longer than yours lil' nigga

Believe that

One hundred

Wha's up Weezy baby?

Them niggas can't see us man

We barely can see us, ya heard?

...","hip-hop, rap, dirty south",hip-hop,rap,dirty south
B2k,Anytime,,,,,
B2k,Feelin' Freaky,,,,,
B2k,Rain & Snow,"[Chorus]

Let it rain, let it snow

Let it rain, let it snow 

All the problems let 'em go

Cause it's Christmas

Let it rain, let it snow

Let it rain, let it snow

All the problems let 'em go

Cause it's Christmas




[Verse 1]

It's Christmas Eve

I got my presents under the tree

I'm chillin' with my family

And that's all I need

Love everywhere

Mistletoe's under the stairway

It's raining, it's pouring 

My Christmas is snowing




[Repeat Chorus]




[Verse 2]

It's time to eat

Got Grandmama cookin' them greens

Don't forget the macaroni and cheese

Cause this day is special to me

Little kids playing out in the snow

Homies at the table slappin' them bones

It's raining, it's pouring 

My Christmas is snowing 




[Repeat Chorus]




[Raz-B's Talk]

Man, it's finally Christmas 

It's been a good year ya' know 

Yeah

Feels good being with your family and everything

Havin' fun




[Repeat Chorus (2x)]","rnb, hip-hop, pop",rnb,hip-hop,pop
B2k,What U Get,"Ohhhh

Oh yea yea

Oh yea yea yea

Check it out




[VERSE 1 (Omarion)]

I know that you've been sayin

That things haven't turned out with him the way that you had always planned

I'm eager for the taking

It's time to be more than just friends




[Bridge]

I wanna be (your every hour man )

The one that you will always know

Will always need yea yea (doing all I can)

To show you on the real who I be

Tell you if you just ask me




[CHORUS]

I'll tell you what you get is

All of me, fantasy, everything you need

Every chance I get

Shower you, how I do, just to prove to you

Tell you what you get

Just the truth, you can't lose, when I get to you

All the fairytale stories

That ya mama told you

Is what you get girl




[VERSE 2 (Omarion)]

Girl I don't mean to be pushy

But I know that you and me should be here livin out this fantasy

I love you but I'm fadin

I've been waitin here so patiently

I'm ready girl to be (your every hour man)

The one that you will always know

Will always need yea yea (doing all I can)

To be there if you ask me

If you wanna be




[CHORUS]



I never thought I'd ever wanna be in on the lock, a one girl man

But you changed me and I, I

don't wanna spend my lifetime

Without you yea




[CHORUS (2x)]","rnb, hip-hop, pop",rnb,hip-hop,pop
Kevin Gates,Say It Twice,"Ain't gotta say it twice

She gon' make me say it twice



Ain't gotta say it twice (I don't say it twice)

She gon' make me say it twice, oh, yeah (Say it twice)

She bad, bad (Bad, bad)

She lit, lit (She lit, lit)

She poppin', poppin', (She poppin', poppin')

She thick, thick (She thick, thick, woah)

Ain't gotta say it twice (I don't say it twice)

She gon' make me say it twice, oh, yeah (Make me say it twice)

She bad, bad (She bad)

She lit, lit (Ooh)

She poppin', poppin', (Ballin')

She thick, thick (Oh, yeah)



How you doin'? My name is Kevin

I was just comin' to tell you, ""Hello"" (What up?)

I hope that I didn't make you uncomfortable

With this gesture, don't mean to scare you (Uh-uh)

I was feelin' your energy when I walked in, psychokinetic (For real)

If you want me to walk away, then I will, I won't press

Allow me to let you enjoy your night

I won't get offended, no questions (Uh-uh)

Saw your soul when we locked eyes

A whole lot of pressure in my presence

I love the dress that you got on, and you look stunning, no lie

I would've told you that you was beautiful, but that word don't describe



Ain't gotta say it twice (I don't say it twice)

She gon' make me say it twice, oh, yeah (Say it twice)

She bad, bad (Bad, bad)

She lit, lit (She lit, lit)

She poppin', poppin', (She poppin', poppin')

She thick, thick (She thick, thick, woah)

Ain't gotta say it twice (I don't say it twice)

She gon' make me say it twice, oh, yeah (Make me say it twice)

She bad, bad (She bad)

She lit, lit (Ooh)

She poppin', poppin', (Ballin')

She thick, thick (Oh, yeah)



Spontaneous, how 'bout we do somethin' exciting?

How 'bout you leave with me?

Toss your friends your keys

They ask where you're goin', you tell 'em that you done made plans

Tell 'em that you at Allstate, tell 'em that you in good hands

Tell 'em that you wanna feel a lot, if you're willin' to give your heart a chance

Bae, could you say the last dance? Pardon me, but you know I'm that drum line

Pleasure activist, only need one time (Done)

Undivided attention, you get it, I'm focused, I'm fixated

Tell them get out our business and quit hatin'

Intellectual intercourse conversation

You can't believe what other people say about me

Nothin' that's substantiated



Ain't gotta say it twice (I don't say it twice)

She gon' make me say it twice, oh, yeah (Say it twice)

She bad, bad (Bad, bad)

She lit, lit (She lit, lit)

She poppin', poppin', (She poppin', poppin')

She thick, thick (She thick, thick, woah)

Ain't gotta say it twice (I don't say it twice)

She gon' make me say it twice, oh, yeah (Make me say it twice)

She bad, bad (She bad)

She lit, lit (Ooh)

She poppin', poppin', (Ballin')

She thick, thick (Oh, yeah)",,,,
Kevin Gates,Don't Panic,"[Verse 1:]

Fuck the rap game, I won't get it like G

Put me on the block, go to thuggin' like E

Think I'm goin' back but free my nigga 
[?]

Me and gunner, 9th innin', just beat a life sentence

Anyone of you lil' boys on the yard, throw the coffee in your face

While your wife stick a knife in your kidney

Bitch I'm goin' crazy, goin' all gangsta

9 milli's slangin', 
[?]

MAC 11 rangin', jumpin' out, walkin' up on blocks

40-50 shots, I'm a clean a nigga's clock

Everybody gettin' whopped when we hop out

Pussy better not cry now

Nigga where we from it's the code that we live or we die by

Grrrrrat, nigga, bye bye

No police up in the business when you get a shot and miss it

50 niggas from New Orleans come and turn around the city




[Hook:]

What's happenin'? Don't panic, don't panic

We 'bout to... get 'em dead, don't panic, don't panic

Wasn't thinkin' 'bout a jewel and nigga showed off

Couldn't use your brain, now you gotta get 'em blowed off

Dog, get a call, everything for the scram

Don't panic, don't panic

Fuck bein' friendly, nigga say what's on your mind

I'm bein' quiet, I got murder on mine

I got murder on mine, I got murder on mine

Killin' what I love, I got murder on mine

Fuck bein' friendly, nigga say what's on your mind

I'm bein' quiet, I got murder on mine

I got murder on mine, I got murder on mine

Killin' what I love, I got murder on mine




[Verse 2:]

Team strong as a bitch, layin' law down

Everything feel the business, lay 'em all down

Auto manslaughter but you never thought it out

Curse, kill 'em all, let the lord sort 'em out

F&N point short, let the spark haul 'em out

This what war 'bout, nigga, fuck that

Meek men is gonna 
[?]
, we already died twice

God in my heart when I gave back life

I was coolin', I was tryna live a laid back life

Now my kids gotta see me in the pen or the grave

Real street nigga, no pen to the page

I will beef with you anywhere, any place

Ugly ass btich better fall back

Keep my name out your mouth or get your hard hat

Raps are the enforcer, I meant to say the landlord

Better yet, let me let them rubber bands talk




[Hook]




[Verse 3:]

I don't mind doin' time, I'm a doin' time vet

Hustle in the jailhouse, bread, wanna bet?

BWA, this is not BMF

Everything around me convicted already

Pull my clique together, built it from the inside

Penitentiary rules in effect

You lil' boys go to jail but you don't know how to fight?

Ain't no guns back here, don't know how to make a knife

Stand tall on my own, I don't gang bang

I done seen it go bad on the chain gang

Seen niggas gang raped by their own gang members

Cliquin' up with other gangs and they kill their own nigga

Seen a nigga on a visit huggin' on his wife

Get back to the cell, he another nigga's wife

Everyone that say salamu alaikum ain't your brother

Come to my respect, I'm a die overnight




[Hook]","hip-hop, rap, trap",hip-hop,rap,trap
Kevin Gates,Ihop (True Story),"I ain' gon lie I be getting a little emotional

Go head record it out

I be getting a little emotional when I be doing this but,

It's him with that camera, that shit be throwin me off

You ready?

Start it off

(You go)

You ain't gotta leave out, it's just I know I'm on film ya heard me?

So it fuck with me a little bit

You ain't gotta go nowhere though

You can sit down and stay

It's a true story

I ain't gon forget my words

Start it off



I was chillin in a Ihop, overheard a conversation

Both of them niggas killas, one of em was Michael Caden

Big brother The Jason

I went to school with him

His brother got killed, so now he keep a tool with him

Live around the corner from his two daughters, no father

That's when the waitress came over like,

""May I take your order?""

Give me the breakfast sample

Orange juice and a Coke

That nigga looked at me and nodded

He said I never spoke

Like what the fuck them niggas lookin at

That's what I heard the other say

Looked a mean muggin way

Nigga turned the other way

Had to turn deaf ear, Satan was in my left ear

Like go and council, you a nigga nobody could see you

Show them niggas that you real

Nobody could be you

I walked over and asked him

You wan take it off your shoulder?

Hand checkin him in his face

Tellin him I'm a soldier

I ain't no fucking drug lord

I ain't the type to try to be

Ten years of aggression, you don't wanna see that out of me

Jagged ass Smith and Wesson

Bangin' Sangin' I gotta be

That nigga, that nigga

All started on a Tuesday afternoon, me and my bitch got into it

Unnecessary fools, just toolin, her hair ruined

Found out from another chick

Livin out of town

In an upstairs apartment, that was three corners down

Click spot for my round

Jeff used to scope pounds

Tanya ran into me, her and Amber they ran into me

Me and Tanya remained cool

Amber's man was pussy

He ran to the block, and sent some niggas from another hood

They came back, and black masked up

Just like I knew they would

Runnin' out there buckin loud

Niggas only laught at ya

Hard not to bang when you got bitch niggas attacking ya

Up to 40 caliber, oncoming passenger

Scuffold through the tourist section

Stole all the traffica

See him with his clique

He used to mug, but never buck with them

Used to keep a smirk because my old lady was fucking him

Ain't no need to get mad

I'm thinking I ain't never fuck with him

Hit one of my niggas up, we bargained on his brain

Fucking with my little brother, who frequently snort the cain

Dapped him down as I passed him

What's hannin, where's Twerked em?

Back was turnt the whole time

Little brother ran up and murked him

Issued him two to the dome

And worked him with the chrome

And to this day, I can say

I set him up, and he's gone

Three months prior

I'm downtown, meeting Lisa McBoyd

I'm in town handeling business for Floyd

He couldn't make it, I'm a take it by myself

I'm awating a vaction

Three bricks going to Kurt, coming home from Las Vegas

On the phone with Joe, finishing a conversation

That say I was gonna be off, cause he was at a graduation.

Well shit, I'm on my way out of state to meet Mason

He told me to be safe and any problems, I could page him

Jeff sitting patient in a vacant location

Not knowing that we were stopping in another metropolitan

Tanya texts Jeff, still waiting, replied obviously

""Hope your cousin Kevin ain't fake, and he ain't jivin' me,

Or trynna get me up to the Jake's plotting on robbin me""

Tanya said ""Kevins my cousin, he wouldn't lie to me, whenever y'all had talked,

He was right here on the side of me, they in the real estate and probably lookin

At property.""

Free lease

True story","hip-hop, rap, trap",hip-hop,rap,trap
Kevin Gates,Plug Daughter 2,"She know I love her to death, you heard me?

I'm up in rank and I do this for real

You lil' bitty bitch and I'm still in the field, hey

I'm up in rank and I'm still in the field

The shit that I rap 'bout, it might get me killed

You rap what you hear and I rap what I live (Ooh)

I'm fuckin' with the plug daughter, plug daughter, plug daughter

Hol' on, that's my plug callin', plug callin', plug callin'

Fuckin' with my plug daughter, plug daughter, plug daughter

My plug callin'



I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

We get roadside assistance when we placin' orders (Plug daughter, plug daughter)

Wrap the money up and then we send it cross the water (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm tied up with Diego, they treat me like family

And if I ever leave, boy, they gon' kill my family



In and out jail, on the fences, I'm famous

Bitch, I'm a big gangsta, don't do no complainin'

That plane 'bout to land, we gon' meet at the hangar (A hunnid)

That metric ton load come in shipment containers

Now a lot of you ain't 'bout to know what I'm sayin'

Big hook outta Bogota got me a ankle

They fresh out the prison, talkin' fifty-ton language

Lil' metric ton shawty, nickname, what they gave her

Now we out the country, ain't talkin' vacation

We runnin' with hitters who armed and they dangerous

Straight out the dirt, I got mine out the floor

No recompressin', I know what they know

Numbers too high in Texas, don't go back and forth

Why play 'round with 'migo, I go where they go

My concierge under Colombian law

My jewish transporter gon' get it back home

Heavy surveillance, they watch from the drone

VPN trackin', I watch from the phone

Two million dollars for each of my look-alikes

I get indicted, they capture the clone

One of my people, he from Argentina

Shout out to him, he a hell of a teacher

Ten million dollars for my private doctor

I go on the run, reconstructed my features



I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

We get roadside assistance when we placin' orders (Plug daughter, plug daughter)

Wrap the money up and then we send it cross the water (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm tied up with Diego, they treat me like family

And if I ever leave, boy, they gon' kill my family



Now this what I say 'bout to sound a lil' different

We put on a glove 'cause we touchin' too many

BreadWinner stamp on the pack of the chick

Fingerprints on the wrapper could come back and get you

This type of shit, I ain't never envisioned (Uh-huh)

From trappin' on corners to standin' in kitchens

To secret compartments and new eighteen wheelers

My big brother gave me the game, he official

We keepin' it G when you deal with a dealer

Or I call out if they can't supply in the city

We bought us a body shop, we in the buildin'

My satellite phone 'bout to bump on the hitter

I hit 'em two times then hang up, he gon' send it

A thousand 'em bitches, I'm payin' they tickets

Your name, date of birth, social flicks, and your children

You cannot do that, then we cannot do business

Current addresses and places they live in

Get a DA, ho, better see your credentials

Trackin' device on the back of the Civics

Get apprehended, bend down, do no snitchin'

Back up to Tahoe, they slide through Chicago

Whisper to one of my finest lieutenants

That bitch that you love in one push of a button

Her feet in the air, with a dent in her memory



I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

We get roadside assistance when we placin' orders (Plug daughter, plug daughter)

Wrap the money up and then we send it cross the water (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm fuckin' with the plug daughter (Plug daughter, plug daughter)

I'm tied up with Diego, they treat me like family

And if I ever leave, boy, they gon' kill my family



Hey

I couldn't see it no other way

I'm in love right now

I'ma take whatever come behind this here

I'm in love right now, yeah

Say, I'm posted in the trenches, in some shit I can't get out of","trap, hip-hop, rap",trap,hip-hop,rap
