ALink,SName,Lyric,genres,genre_1,genre_2,genre_3
/wiz-khalifa/,Still Blazin',"Still blazin, still blazin, still blazin
Cause Jah Jah power its so amazin
Give me the strength and protection, keep praisin
Each and everyday

Why can't everyone just smoke like me?
Just gimme quiet place and lemme roll my weed
Where ain't nobody in my business don't nobody gotta know
Let all your conscious go and blow it by the o
I'm here but my minds gone

And its gettin hard to see you cause my eyes low
Marijuana minutes, nigga time slow
On a kush clock, there's always time to smoke
Say I look high? I say I'm high bro
Still blazin on with me, just facin
I remember days when I could only smoke on occasion
I couldn't wait to go and cop from ray and them
Rollin blunts of 50, stuck in my moms basement
Had dro for sale but niggas was smokin haze then
Blew a o a day then, don't know but somehow I made away
And nigga them bills need pay but I'm...

Why can't everyone just smoke like me?
Just get up out my face and lemme roll my weed
Where ain't nobody in my business, don't nobody gotta know
Lets all learn how to roll and blow it by the o
I'm here but my minds gone,

400 A zip nigga that's what I'm on
And I'm gonna re-up as soon as the fires gone
Smokin og kush from another time zone
As the smoke begins to pile on
Wettin rags and puttin bags over the fire alarm
You niggas styrofoam, lightweight
I'm on my 13th oz, quite baked
You probably go to sleep, ya throat might ache
You off that good weed, you need a nice break
See I roll j's up all day and you wont have to put a 8th in
They sayin its amazin how I'm..","blaze to this one, hip-hop, rap",blaze to this one,hip-hop,rap
/wiz-khalifa/,The Cool,"2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g
2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g

Convertible top off, I keep it gg, I just keep it gg, I just keep it g
Know your bitch wanna fuck with me cause I keep it g
You're a sucker nigger, I'm a nigger from the streets
Get it in the heat, we ain't talking top
Old nigger you sleep, pillow talking to them broads
Never seen a key, I ain't talking open doors
I'm talking about that white glass house marble floor
I got the bitches bagging up and they all naked
That's A1 stakes all, you ain't gotta test it
It's hotter than a motherfucker, all my stove's on
By tonight, all the work gone

2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g
2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g

Clear cut stones, bought the jewels
See my shit, it look like the
Don't mind me though, I'm just doing me
Just a regular, just the life I lead
Or the life I live, don't mix it up
Unless it's we, twist it up
I just keep it gg, I just keep it gg
I don't fuck with you, you don't fuck with me
I'm bout my paper, I'm bout my scratch
You bout your bread, go and handle that
Feast my nigger, it's a big table
I'm watching cable

2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g
2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g

2 red cups, one filled up with hella ice
Oh kush, could tell just by the smell is right
call my phone but I was on a private flight
You be tricking off, but I just give her
She... she down for life
I say get on this plane and I ain't gotta tell her twice
I'm out here doing my thang... I ball 6 of them chains
make the money talk my nigger, when the summer fall my niggers
If there's ever problems in your face don't have to call my niggers
rapping taylors, that's what they call my niggers
I'm rolling papers to smoke with all them niggers

2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g
2 red cups, gin in it with mad ice
Smoking like a taylor over show, you for show right
I just keep it g, I just keep it g
I just keep it g baby, I just keep it g","hip-hop, rap, hip hop",hip-hop,rap,hip hop
/wiz-khalifa/,Time Goes By,"Yeah
You know they say, God said
To whom he gives, much is expected
I'm living proof of that... got me drinkin this liquor
Smokin this weed... I been through it though

You see before this rap shit, I ain't really have no problems
Now I gotta carry revolvers, cause niggas is starving
And I ain't gave a plate out yet
I'm goin hard and I ain't played out yet
And them hoe niggas talkin, I got somethin to say bout that
They talk greasy when they see me dog they ain't bout that
Niggas be feeling personalities and bang on wax
I'm 100 you can bank on dat
Got my bank all fat

Yeah I'm doing my thang here
Heard my first track thinkin thats when I came here
Was actually raised here
But wasn't born who could give a fuck
My whole family as far as I can go back stays here
Its not a mystery
This where I graduated high school
Went to middle school and elementary
So don't say shit to me
Cause bitch if I ain't the prince
Show me who the fuck it is, if it isn't me

You niggas history I'm lookin like the future
Only know how to ball something like a hooper
Swishas of that cali bomb smellin like a fruit cup
Yeah, I got heart but never claimed to be too tough
But never said that my homies don't shoot stuff
Real street niggas no talkin just do stuff
In the club patron and lime juiced up
Reppin that rostrum, heavy hustle I'm trued up
I'm wit some dudes you used to see blued up
On a get money swag we done moved up

Big crib nice chain, the new truck
Some say I'm doing good I say I don't do much, but go hard
Niggas say I wouldn't be shit with no squad, ha, ya so smart
Cause I was just 16 rappin with no job
Met chad and benji and now I'm a young star
He and hard basically molded the young boy
Thats why they do shit for me but they wont record yall
Knew I was the one when they first heard the boy talk
Got a horror flick flow, came to murder all em up

Addicted to it now its like I'm servin all em soft
Got my pockets all fat like I'm sherman off
The klumps my money come in lumps
Yall don't really wanna get funky
Nothing but a bunch of funny acting chumps
And I had shit boxed since day one
I don't advise niggas to say nun
You something like a clone, ima be known
As one of them great ones
For those gone I roll and blaze some ya dug me
Time just goes by, and I don't know
Why I stay high

Yeah
Shits crazy man, (shits crazy) , seem like
Niggas just wanna see you fucked up out here
Soon as you start doing good thats when shit change
They expect you to change but you know
This the way we supposed to be
I thought we was supposed to move up
Fuck you mad at me for
(Niggas startin' to get real jealous) ya know
Got me stressed the fuck out man
Looking left and right before I go in my crib

(I'm too young for this shit) watching
Every move I make, and for what (nothing)
Rest in peace to jayla brown (rest in peace)
Rest in peace maina ward (rest in peace) ... 412","hip-hop, rap, hip hop",hip-hop,rap,hip hop
/wiz-khalifa/,When U Find,"Damn..
don't, don't..
daamn.

[Verso 1]
Don't leave cus you're my oxygen, without you I won't breathe.
You're everythanq i want, need, for you
i wear my heart on this short sleeve.
I know somethings need changin that takes time,
i need more, please.
You say i ain't do everythang i coulda done,
like the shit i did ain't good enough.
Your frends said they been woulda
left ain't do you right so you head to the left.
I can't say that i blame you, never thought
it would be this painful.
People do it everyday - i can change too.
But, dealin with the heartbreak is what she can't do
true and thats how real get whatcha feel ain't easy to deal with.

[Refrão]
When you find the girl you love has gone,
you ask yourself why life must go on.
You beg your lord above, to send someone your way
deep inside you pray he'll bring her back someday.

[Verso 2]
Don't go, how to live my life without you, i just don't know.
Whatcha feel in this relationship, its not that it can't, it just won't grow.
I say i love you, you say it don't show
Fuck the money & the qifts don't count.
What about the smaller thangs you needed?
And why the fuck you had too leave before i seen it.
Damn i need your love like a weed stick.
Bein without you is like kathy no regis.
I kept secrets i couldn't apologize enough times
For messin with that freak bitch,
but i can still tell that you leavin like
i said i can't blame you the least bit,
kinds shame is times is changin.
Best friends become strangers thats how it is.

[Refrão]
When you find the girl you love has gone,
you ask yourself why life must go on.
you beg your lord above, to send someone your way
deep inside you pray he'll bring her back someday.","hip-hop, rap, hip hop",hip-hop,rap,hip hop
/kendrick-lamar/,M.a.a.d City (Feat. Mc Eiht),"[Intro/Bridge]
If Pirus and Crips all got along
They'd probably gun me down by the end of this song
Seem like the whole city go against me
Every time I'm in the street I hear

[Schoolboy Q]
""Yawk! Yawk! Yawk! Yawk!""

[Mc Eiht: Hook]
""Man down
Where you from, nigga?""
""Fuck who you know, where you from, my nigga?""
""Where your grandma stay, huh, my nigga?""
""This m.A.A.d city I run, my nigga""

[Verse 1]
Brace yourself, I'll take you on a trip down memory lane
This is not a rap on how I'm slingin crack or move cocaine
This is cul-de-sac and plenty Cognac and major pain
Not the drill sergeant,
but the stress that weighing on your brain
It was Me, O-Boog, and Yaya,
Yg Lucky ride down Rosecrans
It got ugly, waving your hand out the window. Check yo self
Uh, warriors and Conans
Hope euphoria can slow dance with society
The driver seat the first one to get killed
Seen a light-skinned nigga with his brains blown out
At the same burger stand where --- hang out
Now this is not a tape recorder saying that he did it
But ever since that day, I was lookin at him different
That was back when I was nine
Joey packed the nine
Pakistan on every porch is fine
We adapt to crime,
pack a van with four guns at a time
With the sliding door, fuck is up?
Fuck you shootin for if you ain't walkin up you fuckin punk?
Pickin up the fuckin pump
Pickin off you suckers, suck a dick or die or sucker punch
A wall of bullets comin from
Ak's, Ar's, ""Aye y'all. Duck.""
That's what momma said when we was eatin the free lunch
Aw man, God damn, all hell broke loose
You killed my cousin back in '94. Fuck yo truce
Now crawl yo head in that noose
You wind up dead on the news
Ain't no peace treaty, just pieces
Bg's up to pre-approve, bodies on top of bodies
Iv's on top of Iv's
Obviously the coroner between the sheets like the Isleys
When you hop on that trolley
Make sure your colors correct
Make sure you're corporate,
or they'll be calling your mother collect
They say the governor collect, all of our taxes except
When we in traffic and tragic happens, that shit ain't no threat
You movin backwards if you suggest
that you sleep with a Tec
Go buy a chopper and have a doctor on speed dial, I guess
M.A.A.d city

[Hook]

[Intro/Bridge]

[Schoolboy Q]
""Yawk! Yawk! Yawk!---

(static)

[Mc Eiht]
Wake yo punk ass up!
It ain't nothin but a Compton thang
Jeah
Real simple and plain
I'mma teach you some lessons about the street
It ain't nothin but a Compton thang
Chyea
How we do

[Verse 2]
Fresh outta school cause I was a high school grad
Sleeping in the living room in my momma's pad
Reality struck I seen the white car crash
Hit the light pole two nigga's hopped out on foot and dashed
My Pops said I needed a job
I thought I believed him
Security guard for a month and ended up leaving
In fact I got fired because I was inspired by all of my friends
To stage a robbery the third Saturday I clocked in
Projects tore up, gang signs get thrown up
Cocaine laced in marijuana
And they wonder why I rarely smoke now
Imagine if your first blunt had you foaming at the mouth
I was straight tweaking the next weekend we broke even
I made allegiance that made a promise to see you bleeding
You know the reasons but still won't ever know my life
Kendrick Aka Compton's human sacrifice

[Mc Eiht]
Jeah Cocaine, weed
Nigga's been mixing shit since the 80's loc
Sherm sticks, butt nakeds
Make a nigga flip
Cluck heads all up and down the block and shit
One time's crooked and shit
Block a nigga in
Alondra, Rosecrans, Bullis

I'm still in the hood
Loc yeah that's cool
The hood took me under so I follow the rules
But yeah that's like me,
I grew up in the hood where they bang
And niggas that rep colors is doing the same thing
Pass it to the left so I can smoke on me
A couple drive-bys in the hood lately
Couple of Iv's with the fucking spraycan
Shots in the crowd then everybody ran
Crew I'm finna slay, the street life I crave
Shots hit the enemy, hearts turn brave
Mount up regulators in the whip
Down the boulevard with the pistol grip
Trip, we in the hood still
So loc, grab a strap cause yeah, it's so real
Deal with the outcome, a strap in the hand
And a bird and 10 grand's where motherfuckers stand

[Kendrick Lamar]
If I told you I killed a nigga at 16, would you believe me?
Or see me to be innocent Kendrick you seen in the street
With a basketball and some Now & Laters to eat
If I mentioned all of my skeletons, would you jump in the seat?
Would you say my intelligence now is great relief?
And it's safe to say that our next generation maybe can sleep
With dreams of being a lawyer or doctor
Instead of boy with a chopper that hold the cul de sac hostage
Kill them all if they gossip, the Children of the Corn
Stay vandalizing, the option of living a lie,
drown their body with toxins
Constantly drinking and drive,
hit the powder then watch this flame
That arrive in his eye; this a coward, the concept is aim and
They bang it and slide out that bitch with deposits
And the price on his head, the tithes probably go to the projects
I live inside the belly of the rough
Compton, U.S.A. made Me an Angel on Angel Dust, what","hip-hop, hard shit, rap",hip-hop,hard shit,rap
/kendrick-lamar/,Good Kid,"[Hook: Pharrell Williams]
Mass hallucination baby
Ill education baby
Want to reconnect with your elations
This is your station baby

[Verse 1]
Look inside these walls
and you see them having withdrawals
Of a prisoner on his way
Trapped inside your desire
To fire bullets that stray
Track attire just tell you I'm tired and ran away
I should ask a choir what do you require
To sing a song that acquire me to have faith
As the record spin I should pray
For the record I recognize that I'm easily prey
I got ate alive yesterday
I got animosity building
It's probably big as a building
Me jumping off of the roof
Is me just playing it safe
But what am I supposed to do
When the topic is red or blue
And you understand that I ain't
But know I'm accustomed to
Just a couple that look for trouble
And live in the street with rank
No better picture to paint than me walking from bible study
And called his homies
because he had said he noticed my face
From a function that tooken place
They was wondering if I bang
Step on my neck and get blood on your Nike checks
I don't mind because one day you'll respect
The good kid, m. A. A. d. city

[Hook]

[Verse 2]
All I see is strobe lights, blinding me in my hindsight
Finding me by myself, promise me you can help
In all honesty I got time to be copacetic until
You had finally made decision to hold me against my will
It was like a head on collision that folded me standing still
I can never pick out the difference
and grade a cop on the bill
Every time you clock in the morning
I feel you just want to kill
All my innocence while ignoring my purpose
to persevere as a better person
I know you heard this and probably in fear
But what am I supposed to do
with the blinking of red and blue
Flash from the top of your roof
and your dog has to say woof
And you ask, ""Lift up your shirt""
cause you wonder if a tattoo
Of affiliation can make it a pleasure to put me through
Gang files, but that don't matter
because the matter is racial profile
I heard them chatter
""He's probably young but I know that he's down""
Step on his neck as hard as your bullet proof vest
He don't mind, he know we'll never respect
the good kid, m. A. A. d. city

[Hook]
Mass hallucination baby
Ill education baby
Want to reconnect with your elations
This is your station baby

[Verse 3]
All I see in this room: anies and these 'shrooms
Grown-up candy for pain, can we live in a sane society
It's entirely stressful upon my brain
You hired me as a victim, I quietly hope for change
When violence is the rhythm, inspired me to obtain
The silence in this room withanies and 'shrooms
Some grown-up candy I lost it, I feel it's nothing to lose
The streets sure to release the worst side of my best
Don't mind, cause now you ever in debt to good kid
m. A. A. d. city

[Hook]
Mass hallucination baby
Ill education baby
Want to reconnect with your elations
This is your station baby


(RapGenius. com)",,,,
/kendrick-lamar/,Collect Calls (feat. Kent Jamz),"[Intro]
Look at all the bullshit I been through
If I take you home, will you tell the truth
Look at all the bullshit I been through
If I take you home, will you tell the truth

[Verse 1]
Momma take this mothafuckin' block off
Tryna reach you everyday, collect calls
Never get through, and I go through withdrawals
Say who told you that I wanted this door
To slam shut, I just wanted to vent or
Ask you if you give me your rent for
A attorney, I can pay you back more
Soon as I get out, yea every rack is yours
Commissary running low, I need help
Not too much, I hustle up the rest myself
K Dot wrote me saying Marcus got killed
If you knew me, then you know how bad I feel
Keisha prove me wrong, and never came to visit
And I heard she fucking on some other nigga
And my niggas left me in the dark, blind
Mama just get back at me this last time

[Hook]
Men lie, Women lie
Men lie, Women lie
Men lie, Women lie
Men lie, Women lie
Look at all the bullshit I been through
If I take you home, will you tell the truth

[Verse 2]
Mama take this mothafuckin' block off
That's on the date the day I take the block off
Pulled up, and they put me in them cop cars
Please believe me, This ain't easy by far
You forgot you're talking to your only son
Remember when you put me in that relay run
I was racing, chasing dreams to be the best
You had taught me that the very day I won
All I need is you to give me same support
Investigation saying that the same report
From a witness just might testify in court
DA say I take a deal, or take a loss
I ain't built for all them god damn numbers
God's will, say a prayer for me mama
If you can't, then open up the phone lines
Mama just get back at me this last time

[Hook]

[Verse 3]
Dante, if I stress to take the block off
That's the day the state had take them locks off
I could only help but do so much
Bettering yourself, your own crutch
Look at your reflection tell me who you see
Who is your protection, G-O-D
No it's not neglection, I have just accepted
Your fate and what its gon' be
Remember all the nights that I cried
Thinking that my only son just died
Peeking through the window, Kicking through the door
It's you they looking for, Raid outside
Rather see you locked up than dead
Only you would say that I'm selfish
So before I take the stand, and put this bible in my hand
Son, let me say this

[Hook]","hip-hop, rap, west coast",hip-hop,rap,west coast
/kendrick-lamar/,I Hate You,"[samples]

[intro]
September 22nd, 2009
Kendrick lamar
To... to

[verse 1: kendrick lamar]
Let me start off
This letter saying I don't like you
Scared of you but I will fight you
I stare at the ceiling and think about you
Curiosity killing me
Thinking of when ima meet you
You introduced yourself to so many others
Mothers, sisters and brothers
Children and babies drive me crazy I wonder
Why you love people
That love people that do right?
Is it rocket science to you
Or is it just your type?
One of my biggest fears
Is waking up 4 in the morning
And gotta hear you met one of my peers
Or maybe a family member
That you thought was cool
Or maybe a person
That I'll never meet 'cause of you
You, son of a bitch
And I wish you never existed
And I swear I'd blow your brains out
If you pay me a visit
But that's not realistic
'cause you'll never rot
But ima still send this letter off
P. o. box
And when you get it

[hook]
Please take it personal
Please take it personal
Please take it personal
Because it's personal

[verse 2: kendrick lamar]
Let me continue this letter
Saying I don't like you
Scared of you but I will fight you
Should be ashamed of the moves you make
The pain you bring
The sorrow and the hearts you break
Everyday you remind me that you're always there
'cause every time I come around someone's
Getting shot down
And all I say is a prayer, ""so help me, lord! ""
Then the lord talk back
""I can't help you, boy! ""
That's fucked up, my life's fucked
Was cursed before birth
And what's fucked up
I gotta live my life with the hurt
Of knowing that you're everlasting
Dwelling upon the masses
Of the earth fatal assassins
Snatchin' bodies
Probably, on my notepad as I write
Why the fuck you wanna take my life?
Sooner or later, I'm tired and weary
And my gray hairs are not in my favor
So when I write on this paper
It's real talk
So

[hook]

[verse 3: kendrick lamar as death]
Let me start off this letter
Saying I don't like you too
And the reason we haven't met
Because I've been busy doing whatever
Since grade school
I've watched your every move
You slipped up a few times, I gave you a pass
So don't say I ain't sympathetic
But you can barely get curiosity, ima dead it
Everybody wanna know why I act this way
Let's just say... I had a bad day
Matter fact, everyday
But I take it out on somebody
And you could probably find me
Wherever the wolves parade
I was born to be a killjoy, I'm an old brat
Conceived by adam and eve, so who you mad at?
Not me, see me? I'm just doing my job
And you ducking me? is mos def an odd
So why send this letter as if I never knew you?
I rather knock on your door
And just hand it to you

[outro: ab-soul]
It's everywhere
The streets, the corners, the coroners
The morgues, the cemeteries, hospitals
Heard about it when I was little
Tomorrow's not promised
'cause any day can be knocking
At your front door
War, genocide, homicide
Suicide all coincide
Signed and sealed by the living
Make it, don't take it
Please take it personal
Please take it personal
Please take it personal
Because it's personal","rap, hip hop, hip-hop",rap,hip hop,hip-hop
/kendrick-lamar/,Poetic Justice,"[Intro]
Every second, every minute,
man I swear that she can get it
Say if you a bad bitch put your hands up high,
hands up high, hands up high
Tell 'em dim the lights down right now, put me in the mood
I'm talking 'bout dark room, perfume
Go, go!

[Verse 1: Kendrick Lamar]
I recognize your fragrance (hol' up!)
You ain't never gotta say shit (woo!)
And I know your taste is
A little bit (mmm) high maintenance (ooh)
Everybody else basic
You live life on an everyday basis
With poetic justice, poetic justice
If I told you that a flower bloomed in a dark room,
would you trust it?
I mean I write poems in these songs dedicated to you when
You're in the mood for empathy, there's blood in my pen
Better yet, where your friends and them?
I really wanna know you all
I really wanna show you off
Fuck that, pour up plenty of champagne
Cold nights when you curse this name
You called up your girlfriends and
Y'all curled in that little bitty Range I heard that
She wanna go and party, she wanna go and party
Nigga, don't approach her with that Atari
Nigga, that ain't good game, homie, sorry
They say conversation rule a nation, I can tell
But I could never right my wrongs
'less I write it down for real, P.S

[Hook x2: Kendrick Lamar]
You can get it, you can get it
You can get it, you can get it
And I know just, know just, know just,
know just, know just what you want
Poetic justice, put it in a song

[Verse 2: Drake]
I really hope you play this
Cause ol' girl you test my patience
With all these seductive photographs
and all these one off vacations
You've been taking
Clearly a lot for me to take in
It don't make sense
Young East African Girl,
you too busy fucking with your other man
I was trying to put you on game, put you on a plane
Take you and your mama to the motherland
I could do it, maybe one day
When you figure out you're gonna need someone
When you figure out it's all right here in the city
And you don't run from where we come from
That sound like poetic justice, poetic justice
You were so new to this life but God damn you got adjusted
I mean I write poems in these songs,
dedicated to the fun sex
Your natural hair and your soft skin,
and your big ass in that sundress (ooh!)
Good God, what you doing that walk for?
When I see that thing move,
I just wish we would fight less and we would talk more
And they say communication save relations, I can tell
But I can never right my wrongs unless
I write them down for real
P.S

[Hook x2]
You can get it, you can get it
You can get it, you can get it
And I know just, know just, know just,
know just, know just what you want
Poetic justice, put it in a song

[Verse 3: Kendrick Lamar]
Every time I write these words they become a taboo
Making sure my punctuation curve, every letter is true
Living my life in the margin and that metaphor was proof
I'm talking poetic justice, poetic justice
If I told you that a flower bloomed in a dark room,
would you trust it?
I mean you need to hear this
Love is not just a verb, it's you looking in the mirror
Love is not just a verb, it's you looking for it, maybe
Call me crazy, We can both be insane
A fatal attraction is common
And what we have common is pain
I mean you need to hear this
Love is not just a verb and I can see power steering
Sex drive when you swerve, I want that interference
It's coherent, I can hear it, mmhmm
That's your heartbeat
It either caught me or it called me, mmhmm
Breathe slow and you'll find gold mines in these lines
Sincerely, yours truly
And right before you go blind
P.S

[Hook]
You can get it, you can get it
You can get it, you can get it
And I know just, know just, know just,
know just, know just what you want
Poetic justice, put it in a song

[Skit]
""I'm gon' ask you one more time homie,
where is you from? Or it is a problem""
""Ay you over here for Sherane homie?""
""Yo I don't care who this nigga over here for,
if he don't tell where he come, it's a wrap! I'm sorry""
""Hol' up hol' up hol' up, we gon' do it like this, OK?
I'mma tell you where I'm from, OK?
You gon' tell me where you from, OK?
Or where your Grandma stay,
where your mama stay, or where your daddy stay, OK?""
""Enough with all this talkin""
""Matter of fact, get out the van homie.
Get out the car before
I snatch you out that mother fucker homie""",,,,
/kendrick-lamar/,"These Walls (Feat. Anna Wise, Bilal, Thundercat)","(Intro: Kendrick Lamar)
I remember you was conflicted,
misusing your influence
Sometimes, I did the same

If these walls could talk [x6]

[Anna Wise]
Sex, she just want to close her eyes and sway
If you, if you, if you
exercise your right to work it out
Its true, its true, its true,
shout out to the birthday girls say hey
Say hey, everyone deserves a night to play
And shes plays only when you tell her no

[Hook - Bilal]
If these walls could talk
I can feel your reign when it cries
gold lives inside of you
If these walls could talk
I love it when I?m in it,
I love it when I?m in it

[Verse 1]
If these walls could talk they?d tell me to swim good
No boat I float better than he would
No life jacket I?m not the guard in Nazareth
But your flood can be misunderstood
Wall telling me they full of pain, resentment
Need someone to live in them
just to relieve tension
Me? I?m just a tenant
My lord said these walls
vacant more than a minute
These walls are vulnerable, exclamation
Interior pink, color coordinated
I interrogated every nook and cranny
I mean its still amazing
before they couldn?t stand me
These walls want to cry tears
These walls happier when I?m here
These walls never could hold up
Everytime I come around demolition
might crush

[Hook]

[Verse 2]
If these walls could talk they?d tell me to go deep
Yelling at me continuously I can see
Your defense mechanism is my decision
Knock these walls down that?s my religion
Walls feeling like they ready to close in
I suffocate then catch my second wind
I resonate in these walls
I don?t know how long I can wait in these walls
I?ve been on these streets too long
looking at you from the outside in
They sing the same old song
about how they walls are always the cleanest
I beg to differ, I must?ve missed them
I?m not involved I?d rather diss them
I?d rather call all you put your wall up
Cause when I come around demolition gon? crush

[Hook]

[Verse 3]
If your walls could talk
they?d tell you it?s too late
Your destiny accepted your fate
Burn accessories and stash them where they are
Take the recipe, the bible and god
Wall telling you that commissary is low
Race wars happening no calling Co
No calling your mother to save you
Homies say to you, you're reputable, not acceptable
Your behavior is Sammy Da Bull
like a killer that turned snitch
Walls is telling me you a bitch
You pray for appeals hoping
the warden could afford them
That sentence so important
Walls telling you to listen to ""Sing About Me""
Retaliation is strong you even dream about me
Killed my homeboy and God spared your life
Dumb criminal got indicted the same night
So when you play this song
rewind the first verse, about me abusing my power
so you can hurt
About me and her in the shower whenever she horny
About me and her in the after hours of the morning
About her baby daddy currently serving life
And how she think about you
until we meet up at night
About the only girl that cared about you
when you asked her
And how she fucking on a famous rapper
Walls could talk

I remember you was conflicted
Misusing your influence
Sometimes I did the same
Abusing my power full of resentment
Resentment that turned
into a deep depression
Found myself screaming in a hotel room","hip-hop, rap, west coast",hip-hop,rap,west coast
/kendrick-lamar/,Young and Black,"Soundwave, I feel we, put together
Some of the most beautiful music my nigga
Real talk, feels so good

Let's get this money
I feel like rapping tonight people
Can I rap a little?
Don't be mad

Cuz I'm young and I'm black and my hat's real low

Look, why I always feel that I'm hot?
Why I always feel I should drop another jewel
Like Martin on Blue Streak while you dudes get tattooed
With permanent scars, I'm always bullying y'all
I'm always righteous to think that life is what you make it
I'm always thinking of Rnb bitches butt-naked
I'm always on point, like a snitch on the go
But I never snitch my car's the only thing I towed on
I'm always keeping it moving, middle finger up
Like I practice celibacy, I don't give a fuck
Just wait, I'm at they heads like a toupee yeah
It's like that, your cranium never survive titanium bars
Harder than my dick when the tip gets licked, quick
Run for cover like winter's here then listen here
K. Dot you'll never shake me loose
Like a tied knot off the goose, you mad at me too?

Cause I'm young and I'm black and my hat's real low (I can't front)
If you don't like my lyrics you can press fast forward
I can't front, I can't front sometimes I feel like

Yo, why you always critiquing my shit
Why don't you hop on your own dick like Marlyn Manson
I'm dancing with 2 brains, so if I got shot in the head
I won't die I'll just loose more game, propane walking
You could sell my words at an auction for the right price
And be rich your whole life, straight up
I wanna see the world by 35 but for right now I'm Compton bound
Hit Rosecrans with a pocket full of dividends
Big truck speed through the light, run over civilians
Pimp cut bitch on my right, hat low like a stripper ass
When she hit the floor, doing my thing, why you complain?
Cause I'm young and I'm black and I rap like a nigga got a
Angel on his back, wait a minute I means business
You homosexual with it, I give you straight lyrics
Now that's an emcee, that's why you mad at me?

Cause I'm young and I'm black and my hat's real low
If you don't like my lyrics you can press fast forward (Fuck Ya!)
Check me out

What I write is a like a bomb device, press play
And you can die tonight
Shook ones don't exist whenever that K. Dot spit
Off the chain like fast pedaling while riding a bike
I gets my ride on, you ride too
But like Scion, now that's a damn shame
I'm hogging up both lanes
Play your part, styles like Kevin Hart
They're so plain
I'm choking while I'm smoking on this strongest hocus pocus
Chocking with Punch
He sarcastic laughing cause I said I can freestyle better than Kurupt
Now that's a statement that hopefully I can back up
See Kurupt is a legend, that's where I get my shit from
Straight lab rat, spit it once run it back
Like a punt return, they tell me wait my turn
So that's what I'mma do, lay in the cut like a 2 shot Dillinger
Killing these niggas in high pursuit waddup",,,,
/sean-paul/,Things Come and Go,"""THINGS COME & GO""
(Written by Mya Harrison, Sean Paul Henriques & Shuggie Otis)

VERSE 1


I've done some stupid shit
I've even lied to you, you know that for a fact
Plus all I've put you through (all I've put you through)
It still amazes me (me), how you've forgiven me (yeah)
If I could take it back, I wouldn't have done those silly things


B SECTION 1


(How do you do it) A much more bigger man than me
(How can I repay you) 'Cuz you stuck in there with me
(I won't forgetchya) How it's so clear, now I see
Still you're the only one, that I can count on
Ya never gave up on me


HOOK


Things come & go, seasons change, people grow
The world turns, but our love remains the same
Things come & go, Winter, Summer, Spring and Fall
Through it all, our love remains the same


VERSE 2


I don't know how it all happened but (but) you're everything and more (everything & more)
Even thought I might lose you because I didn't work hard enough
Figured since you lost my trust (ooh) that we would just fall apart (yeah)
Now I realize I need to wake up
So I'm giving you all my heart


B SECTION 2


(I remember) Oh watchin' the clouds go by
(You were always there) Always right there by my side
(Can't forget you) I can't forget you as I reminisce on this tree
You were the only one, that was in my life
Who showed me consistency


Repeat HOOK


SEAN PAUL - 2x


Things change from year to year, girl
But my love for you is always here, girl
Never 'fraid, never have no fear
Baby call me and I will appear, well


BREAKDOWN

Can I take you away from this place
Whatever you wanna do, oh my baby it's cool
Take my hand let's make plans
Just as long (as you are here and boy I'm with you)


Repeat HOOK - 2x


SEAN PAUL - 2x over HOOK


Things change from year to year, girl
But my love for you is always here, girl
Never 'fraid, never have no fear, baby
Call me and I will appear, well


","dancehall, reggae, hip-hop",dancehall,reggae,hip-hop
