artist,song,lyrics,genres,genre_1,genre_2,genre_3
Akon,Me Myself And I,,,,,
Akon,Time Is Money,,,,,
Snoop Dogg,Bo$$ Playa,,"rap, hip hop, hip-hop",rap,hip hop,hip-hop
Snoop Dogg,Gangsta Like Me,,"hip-hop, rap, gangsta rap",hip-hop,rap,gangsta rap
Snoop Dogg,Like This,,"hip-hop, rap, gangsta rap",hip-hop,rap,gangsta rap
Snoop Dogg,Sittin On Blades,,"hip-hop, rap, gangsta rap",hip-hop,rap,gangsta rap
Snoop Dogg,Who Am I? (What's My Name?),,"hip hop, funk, party",hip hop,funk,party
Chris Brown,Bed Bath & Beyond,,"rnb, hip-hop, chris brown",rnb,hip-hop,chris brown
Chris Brown,Erased,,"pop, amazing, unreleased",pop,amazing,unreleased
Chris Brown,"I Got Time (with Young Thug, feat. Shad da God)",,"rnb, hip-hop, chris brown",rnb,hip-hop,chris brown
Chris Brown,No Bullshit,,"rnb, sexy, r&b",rnb,sexy,r&b
Chris Brown,She Can Get It,,"r&b, 10s, mid rnb",r&b,10s,mid rnb
Chris Brown,War For You,,"chris brown, daft punk, flap jack",chris brown,daft punk,flap jack
Tupac Shakur,Black Woman,,,,,
Tupac Shakur,If My Homie Calls,,,,,
Tupac Shakur,Representin' 93,,,,,
Tupac Shakur,What'z Ya Phone,,,,,
Kanye West,Count Your Blessings,,"hip-hop, rap, hip hop",hip-hop,rap,hip hop
Kanye West,Lord Lord Lord,,"rap, hip-hop, hip hop",rap,hip-hop,hip hop
Kanye West,We Major,,"hip-hop, kanye west, rap",hip-hop,kanye west,rap
Nicki Minaj,Easy,,"hip-hop, rap, rnb",hip-hop,rap,rnb
Nicki Minaj,No Entry,,"hip-hop, rap, rnb",hip-hop,rap,rnb
Ne-yo,So Sick,,,,,
Ne-yo,Gemini,,,,,
Ne-yo,Not Perfect,,,,,
Ne-yo,Without You,,,,,
Jennifer Lopez,Let's Get Loud,,"pop, latin, dance",pop,latin,dance
Lauryn Hill,Redemption Song,,"sobriety, soul, hip-hop",sobriety,soul,hip-hop
Destiny's Child,Is She The Reason?,,"rnb, pop, female vocalists",rnb,pop,female vocalists
Cherish,that boy,,,,,
Usher,His Mistakes (I Can't Win),,"rnb, hip-hop, pop",rnb,hip-hop,pop
Usher,She's Got The Part,,"rnb, hip-hop, pop",rnb,hip-hop,pop
The Pussycat Dolls,If I Was A Man,,"pop, rnb, dance",pop,rnb,dance
Flo Rida,Never,,"hip hop, hip-hop, rap",hip hop,hip-hop,rap
Nelly,Girl Drop That (Feat. Detail),,"hip-hop, rap, rnb",hip-hop,rap,rnb
Nelly,Who Fucks With Me,,,,,
Jason Derulo,Calling My Angel,,,,,
Jay-Z,Can I Get A,,,,,
Jay-Z,F.U.T.W,,,,,
Jay-Z,No Hook,,,,,
Jay-Z,Where I'm From,,,,,
Lil Wayne,Big Worm,,"lil wayne, hip-hop, rap",lil wayne,hip-hop,rap
Lil Wayne,Flashing Lights,,"hip-hop, rap, dirty south",hip-hop,rap,dirty south
Lil Wayne,I Get It In,,"hip-hop, rap, dirty south",hip-hop,rap,dirty south
Lil Wayne,Love Me Or Hate Me,,"hip-hop, rap, dirty south",hip-hop,rap,dirty south
Lil Wayne,Promise,,"hip-hop, rap, dirty south",hip-hop,rap,dirty south
Lil Wayne,That's What They Call Me,,"hip-hop, rap, dirty south",hip-hop,rap,dirty south
Soulja Boy,Yahhh!,,"rap, hip-hop, lol",rap,hip-hop,lol
Soulja Boy,I Got That Sack,,"hip-hop, rap, crunk",hip-hop,rap,crunk
Soulja Boy,The Best,,"hip-hop, rap, crunk",hip-hop,rap,crunk
Prince,Animal Kingdom,,"soul, blues, acoustic",soul,blues,acoustic
Prince,Emancipation,,,,,
Prince,Jam Of The Year,,,,,
Prince,Planet Earth,,"rock, funk, pop",rock,funk,pop
Prince,Take Me With You,,"pop, soft rock, g-funk",pop,soft rock,g-funk
Kirk Franklin,Brighter Day,,"gospel, christian, kirk franklin",gospel,christian,kirk franklin
Kirk Franklin,Mama's Song,,"gospel, christian, kirk franklin",gospel,christian,kirk franklin
Ice Cube,"All Day, Every Day",,"gangsta rap, west coast, rap",gangsta rap,west coast,rap
Ice Cube,Mental Warfare,,"hip-hop, rap, gangsta rap",hip-hop,rap,gangsta rap
Ice Cube,Young Thugz,,"hip-hop, rap, gangsta rap",hip-hop,rap,gangsta rap
Ciara,One Woman Army,,"why on earth is this just a bonus track, pop, dance",why on earth is this just a bonus track,pop,dance
Brian Mcknight,Do I Ever Cross Your Mind,,,,,
Brian Mcknight,Thank You,,,,,
Jackson 5,Don't Want To See You Tomorrow,,"soul, motown, pop",soul,motown,pop
Jackson 5,She's Out Of My Life,,"soul, motown, pop",soul,motown,pop
Willow Smith,Flowers,,"pop, female vocalists, willow",pop,female vocalists,willow
Kid Cudi,"Brothers (Feat. King Chip, A$AP Rocky)",,"hip-hop, rap, hip hop",hip-hop,rap,hip hop
Kid Cudi,Wylin Cuz I'm Young,,"hip-hop, rap, alternative rap",hip-hop,rap,alternative rap
Will Smith,Interlude,,"hip-hop, rap, pop",hip-hop,rap,pop
Jennifer Hudson,I Have Nothing,,"rnb, soul, female vocalists",rnb,soul,female vocalists
T.I.,Ball (Feat. Lil Wayne),,,,,
T.I.,More & More (Feat. Jeezy),,"ti, young jeezy, jeezy",ti,young jeezy,jeezy
T.I.,You Know What It Is,,"hip-hop, rap, dirty south",hip-hop,rap,dirty south
B.o.B,Game Time,,"hip-hop, rap, hip hop",hip-hop,rap,hip hop
B.o.B,Roll One Up,,"hip-hop, rap, hip hop",hip-hop,rap,hip hop
