ALink,SName,Lyric,genres,genre_1,genre_2,genre_3
/moonspell/,A Poisoned Gift,"Forever young in a ground so cold
The splendor of your death still fresh to behold

In your neck an open wound
To spawn life into your Love
And to feed the creatures of our world

We have tasted from the poisoned gift of love
Which condemned us to forever fly alone

We have experienced an aged potion
The wine of life which stole us light
May we gather again and be as one
And to forever relish in the twin joys

As we taste from the poisoned gift of love

Forever young in a ground so cold
The splendour of your dance still there to behold

Our legend is a sin in tongues
To eternal sleep, to trance we belong
We are now but an empty glance
Palid is your state of grace

To eternal sleep we belong
Feeling the rapture of the world
Beneath the violence of this curse
From the poisoned gift of love

Once I asked you to fly
Tonight I recreate the vow:
Do not fail to love Me as I have failed to die
With you...
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,A Walk On The Darkside,"Now you dream inside
Her sleep of death.
You get to keep your soul
Until she claims it back.

A darkness without end.
Morning was drained.
Here comes the rain.

And on the other side,
All is dark again.
And the dark walls
At your side again.

And you walk
The darkside again.

You are the dream inside
Her sleep of death.
And as I move through her soul
I'll find you hiding in there:

The darkness with no end.
With a light of herself.
No one can forget.

And on the other side
All is dark again
And the dark walls
At your side again.

And you walk
The darkside again.

May you walk the darkside again.

And you walk
The darkside again.
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Abysmo,"Men with both roots and wings
they tie us down and ask us to leave
they are teachings unheard, they are bodies on smoke

Men with both roots and wings
at a singular voice we moan
our teachings mislead, our teachings like smoke

we sleep between the storm that was
and the storm which has to come

We've learnt to learn everywhere
and the very own nature has taught us to wait
difference does sound like sin ,equality reliefs
and that fame ryhmes with hate yet everything is fair
on the intervals of your death

misguided demons or forthcoming heroes
each one with an important name
nothing else than an important name.

Men with both roots and wings
at a certain time we are one
our litlle tricks, our innocence stubborn

Men with just little wings, men with just little minds
Men with just little eyes, men with just little deeds

sleeping between the storm that was
and the wind which fails to come [(and finally)]
blow us away.
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Adaptables,"To live is to collaborate
All the spineless people
won´t capitulate
Will walk again
Will evacuate
And stimulate

And they will wait for the Man
With that ridicolous fairy hand
To work on their lives
And to re-adjust their faith

All the spineless people
Will walk again
Will agitate
And ejaculate

A great act of Sex will be lived here
We will call it The Great and Only Shame
We will make love to ourselves
And tomorrow we will make the same

All the Insect actors
Want to participate
Will perform again
Will dissociate
And fabricate

And they will wait for the Director
With that apocalyptic Lizard Head
To review their births
And invert their pains

All the Insect actors
(really) want to participate
Will perform again
Will imitate
And simulate

An emergency will be staged6
We will call it The Great Accident
We will act as someone else
The very ones we learnt to hate

All of us the ultra-Human
Wish to associate
will hesitate
will adequate
and collaborate.

A great act of Free Will will be lived here
They already call it the Golden Age
We will adapt and celebrate
But we will perish just the same
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,All or Nothing,"The signs are here, the end is near
A lot to think about
Walk through the door, that will be all
We're closing down
Come on and let us go, all hope is gone
Life is a feast, all you can eat
Every night and day
Our job is done, we brought you joy
Every now and then

Inside the wheel another turn
Around the Sun
Pick up the bill, it's time to go
We're leaving town
Move on and let us go, all hope is lost
Our job is done, we brought you joy
Every now and then

Buy the time, oh! Clear the space
It's all or nothing
It's now or never

Life is a game you cannot win
You just have to play
Our job is done, we brought you joy
Every now and then

Buy the time, oh! Clear the space
It's all or nothing
It's now or never","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Alpha Noir,"Let the good men crush
What they love
It makes them feel alive
Let the fair men build them crosses
and crucify

So let the wise men write
Our death threats, in bible paper
let their message be sent
Throughout the thunder
Throughout the underworld
Throughout the Alpha

Alpha Noir, we want a new world!
Alpha Noir, our truth, our code!

Let the good men search
Revolve their graves
For a shade of paradise
Let the lion's flesh perfume the widow
And sanctify!

Let the weak man have
The final word
Order from chaos
let their secret be known
Throughout the thunder
Throughout the underworld
Throughout the Alpha

Alpha Noir, we want a new world!
Alpha Noir, our truth, our code!","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,An Erotic Alchemy,"Queen of all my sleepless nights
For whose beauty I, Faun
have played my pipes, with heart
Queen in white silk, skin like milk
Horns of Faun, lips of dawn
You are now honoured you with my presence
As I'm honoured by your sight
I crown your perfection
The predator in your breast, I devour

""Tempted is now my light body""

From where it burns spirals of exotic scents
Rose, sandal, jasmine, all kinds of incense
Aged fragrances only dreamed of once
Dragons do dream far beyond the sense
We make love in the dusty throne
of a Modern Sodoma

""Come to Me, step further into my nakedness
Caress me in your breasts of Fire""

""Breed my flame, have no fear or weakness
I welcome you in my hole of desire""

""Have me now, Prince, have me here""
Your beg still whispers in my ear

Daylight has broken into a strange nostalgia

Night tired candles seem like two lovers
Melt in a embrace of conspiracy
Between us there is this strange chemistry
but would you die for me?
would you die for what I've longed to be?

""Imperious, choleric, irascible,
extreme in everything,
with a dissolute imagination of the like
which has never been seen,
atheistic to the point of fanaticism,
there you have me in a nutshell
and kill me again or take me as I am,
for I shall not change.""
(De Sade)

""Breed of a nameless force, origin of our Sin
We are as large as Gods, we are their tragedy
We are the four arms of the solar Cross
Lightning in incredulous faces the flames of Uthopy""

Would you die for this
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Ancient Winter Goddess,"A pure veil of darkness.
A mysterious fog.
The Moon is full.
And the Wolves you call.
Red as my blood it is the sky above us.
As I witness the arrival of the Winter Solstice.
And I cry from the abyss with the legions of Lilith.
Who grant me, son of Goat, the virtues if the black oath.
And I clime upon the Raven Mountain and yell.
Oh! Thunders of light and pyres of flames
- Fire is my domain -
Oh! Freezing breezes, rain and snow
- Winter is my domain -
Oh! White Whale, Leviathan
-Water is my domain-
Oh! Most beatiful moutains and forests
-The Earth and Air are my domain-
So I invocate: Eaaaaaaa! Winter rise!...
and the Ancient Winter Goddess rises
and sits in her throne of snow and stone.
Soon red will be the colour of the snow under us because
She have sent Her angels and the fury of Winter.
A cold morning will born and white is the sky above us.
And by the powers of Winter
Die!
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Angelizer,"The lunar backbone stands straight and alert for a last time
The mammal feathers are revamped just for this last night
Mouthless children are breasted with their own words
To essence of their souls escaping through their giant bones

you will be paralysed
made to be believed
broken inside to survive
and to watch over me

archangel - of no use and no form
archangel - suffocating alone

multiple wounds reach the heat of an absolute zero
the eaten fluids, the flesh of the conventional hero
Heavenly levels on a full blast of lust but minimum pain
Injected wings rip backflesh and go inside again
Mouthless children suffocate
with their ancient words,
their mud-dimensional world
lactating from their shrinking bones

you will be paralysed
the corrupted seed
broken inside to survive
I will laugh at all this

archangel - with no use and no form
archangel - suffocating with blood

the eternal spectator stares at this and improvises
his holy centralbone always on a rise, always on a rise

archangel - of no use and no form
archangel - suffocating with words
","gothic metal, 8 of 10 stars, doom metal",gothic metal,8 of 10 stars,doom metal
/moonspell/,Antidote,"Here is to Fear
For keeping us alert.
And here is to Sleep
For making understand.

- here's to the crowning roots
(placing us nowhere).
- here's to the laughable wings
(taking us nowhere).

Here's to the Eve
Of the Day which will never come.
And here's to Retreat
To ease the pain.

Here's to Resistance
(laughing at ourselves)
Here's to Defeat
- how dare you come so late?

The cup is empty
Shall be filled no more
And all the thirsty
Can now approach...

The antidote.
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Apophthegmata,"The future's so near
Away from the past
Time to let it happen
The torch in your hand

The desert's so vast
That you must find your place
To hide from the crowds
Find peace without end

A house with no windows
No light breaking in
A house built just for one
Away from the Sun

Hear the word, oh! Let it burn
Take me home and hold me as we fall
Keep me safe from harm

So long ago, not far away, upon an altar of dirt
Oh! Hear the voices, let them burn!
There's nothing new under the Sun

All that he built, his kingdom of truth
Watch it turn to dust, his masterwork

So long ago, not far away, upon an altar of dirt
Oh! Hear the voices, let them burn!
There's nothing new under the Sun

Apophthegmata","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,As We Eternally Sleep On It,"The seed of Men,
From trees now freezing.
All silevered leaves
With messages written

The Imitators
In sequences bright.
All perpetraitors
In chains of gold.

From the Wait we got our hearts so wet.
The Legend rains our drops of sweat.
Sweet all the Season. The crop is Death.
Reaped on the Rush. You hate yourself.

The best of Men,
Through racks now stumbling.
Learning the blind walk.
All apprentices.

The fierest Men,
In sheep's clothing,
Have born exhausted
To everything.

And yes we all believe in Madness.
We are being born at the sound of Ends.
And yes we all belive in cruelty
We breed it out so easily.

It used to be the pride of Men,
Now a flame put out by the cold in his hand.

And yes we all have signed the pacts.
We knew so well nothing was left.
And yes we all believe in Beauty
As we eternally sleep on it.

The last of Men
All hide in here
Domesticated by everything

What's left of the Man
I have within,
Now gone forever
The Beast sets in.

And yes we all believe in Fury.
When nothing else is supposed to be.
Consumed are now all the rewards,
As we eternally...","gothic metal, doom metal, portuguese",gothic metal,doom metal,portuguese
/moonspell/,At The Image Of Pain,"Man confirmed by the carnal
Like a damnation supreme
Man you are bound to this world and this blood
Raise hands to the wonders
In honour of you

Man condemned again
Created at the image of pain

Beast conceived in the spirit
Such is your instinct supreme
Prince in all of this world and beyond
Blood oaths to the solemn
In return to you

Man condemned again
Created at the image of pain

""A prince must possess both nature of beast and man""

(Can you feet? It is real...)

Man condemned again
Fallen at the image
Man condemned again of pain
I am the son of the earth
Pain!

POSTED BY INTASQUI","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,At Tragic Heights,"""And the first went, and poured upon the earth; and there fell (...)
A grievous sore upon the men which had the mark of the beast (...).

""And the second angel poured out the vial upon the sea;
And it became as the blood of a dead man;
And every living soul died in the sea.

""And the fourth angel poured out his vial upon the sun;
And power was given unto him to scorch men with fire.

""And the seventh angel pured out his vial into the air;
And there came a great voice
Out the temple of heaven, from the throne, saying: It is done.""
(Book Of Revelation #16, John)

At tragic heights
A failure pure
Surrender to nothing
But the truth
Fall now – endlessly
Into the ashes
And dare to know

At tragic heights
She hangs from the sky
A requiem played
In a broken heart

At tragic days
The height of truth
Trust no one but your own blood
Shade now – eternally into the hearts
And dare to be cruel

At tragic heights
She hangs from the sky
A requiem played
In a broken heart

At stars unborn
All has begun
At the shadow sun
Delirium

At tragic heights
She hangs from the sky
A requiem played
In a broken heart
In a rotten heart",,,,
/moonspell/,Atlantic,"The earth should have opened
And swallowed us in
Stop at nothing inside us
Then a wind should have risen
From the deep mouth of our sea
And things should have been as they used to be

There is a doorway, a running sea inside of me
There is a calling inside of me, flowing from me
Inside of me (the)

Atlantic

Last call
Last hope for the last of the creed
Last call. Doorway
Your waters will spread inside me

The earth should have opened
And swallowed us in
Stop at nothing inside us
And when we meet again
The mountain I will be
Casting my shadow over your seas

There is a doorway, a running sea inside of me
There is a calling inside of me, flowing from me
Inside of me (the)

Atlantic

Last call
Last hope for the last of the creed
Last call. Doorway
Your waters will spread inside me

""I am water turned blood
I am fury turned hope""

(the) Atlantic

Last call
Last hope for the last of the creed
Last call. Doorway
Your waters will spread inside me

POSTED BY INTASQUI","gothic metal, night, black metal",gothic metal,night,black metal
/moonspell/,Awake,"Awake... for all is dying, even the dead

We are our Past failing to come back

All of us visionaires
with a rope around our neck","gothic metal, doom metal, gothic",gothic metal,doom metal,gothic
/moonspell/,Axis Mundi,"IPSO FACTO, AXIS MUNDI

Sandtime bled, die for the truth
Drop of plague in the vein of the crowd
One will be enough to suffocate
The misery this world has turned into

Ergo a cabeça sim, mas apenas para sentir
A lâmina fria
A lâmina que me beija a nuca

IPSO FACTO, AXIS MUNDI

Poison dart shot in the poor
Seed of hope spilled by the sick
Another lie will be enough to illuminate
The misery the race has turned into

Ergo a cabeça sim, mas apenas para sentir
A lâmina fria
A lâmina que me beija a nuca

IPSO FACTO, AXIS MUNDI

Equinox in every word
Falling leaves in every soul
In every word, in every soul
We're lost in a dying world",,,,
/moonspell/,Best Forgotten,"Arms towering into fear
Feels like I am going in my sleep
The dead are breeding under my pillow
Is there a place for you in me?

Best forgotten

Gates closing when you draw near
At the very heart of melancholia
Those were his last words
Is there still something to die for?

Inside my heart a wasteland
That only you can fill with life
For ther are strangers in our way
Pulling us under, dreaming us under tonight

As certain as the grave
If I lie to you again

Imposed in the darkness
Every word is true
and best forgotten

Words surrender into a seal
My life is a curse I keep to myself
The dead are breaking under my pillow
Memories of when you were there

Best forgotten

Lips drying when you are near
At the very pit of melancholia
Those were her last souls
Is there still something to dream of?

Inside my heart a wasteland still
That only you could make me feel
For there are snakes in our way
Feeling us under, nesting us under tonight

As certain as the grave if I lie to you again

Imposed in the darkness
Every word is true
and best forgotten

POSTED BY INTASQUI","gothic metal, moonspell, doom metal",gothic metal,moonspell,doom metal
/moonspell/,Blood Tells,"In my blood you reached this far
In my soul you found this much
The circles of hell on earth
Travelled together times upon times

When you have lived this cruel
And emptied the veins once full
Bloodlines of life going back in your hands
Bloodlines of life in return to the past

Blood tells, Memorial
Blood tells, Memorial

Now you have gone too far
Now you have found too much
The circles of blood completed
As it was once for the last

Now we have lived this full
Still we have nothing at all
From the line of the life we fall
In the shifting sands of the heart

Blood tells, Memorial

To put together the words
To bring together our worlds
To be together the curse
To live together our horrors

Now we have lived this full
Always we had nothing to prove!
What the soul hides, blood tells!

Now we have lived this full
To you we have nothing to prove!
What the soul hides, blood tells!

Memorial

POSTED BY INTASQUI",,,,
/moonspell/,Breathe (Until We Are no More),"Breathe in, breathe out
You reached the top of the chain
Inhale, exhale
You made it til the end of days

Every man is a sinner
Every man is a liar
Life's a slow procession into the fire
Carry the weight or crush under it
Carry the weight or crush

Every man is a sinner
In the name of the father
History's repeating into the fire
Carry the weight or crush under it
Carry the weight or crush

We started wanting to be ourselves
Until we are no more

Breathe in, breathe out
You reached the top of the chain
Inhale, exhale
You made it til the end of days

Every man is leader
Every man is a martyr
Every man is in trouble
Caught in your fire
Carry the weight or crush under it
Carry the weight or crush

We started wanting to be ourselves
To live our lives
We went too far perhaps
Beyond control
Until we are no more

Breathe in, breathe out
You reached the top of the chain
Inhale, exhale
You made it til the end of days

Breathe in, breathe out
You reached the top of the chain
Inhale, exhale
You made it til the end of days

Breathe in, breathe out
You reached the top of the chain
Inhale, exhale
You made it til the end of days","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Butterfly,"When I move
You move with me
I feed of you
You feast on me

And what I see
You can not see
That when I move
You move with me

Where´s this small
dead hand that creeps me
I am biting it to its very bone
Collapsing with everything new on me
until it gets so very old

And what I see
You can not see
That when I move
You move with me

There is this third body
spinning fast
reducing me
into a relapse
with its criplled flaps
slow motion dims
sweetly parasited
by butterfly wings

And what I see
You can not see
That when I move
You move with me

All that is old is new again
(To be) each other spies
we´re condemned
Everything is everywhere
The butterfly effect

And what I see
You can not see
I will have to kill you
Before you kill me",,,,
/moonspell/,Can't Bee,"Can't bee your lover
Can't bee that loveless
Can't bee that healing rope, or anything
Can't bee without you, the one or the other
Can't even bee what you are for me

Can't even bee your final solution
I hope I was your final pollution

Can't bee your motion
Can't bee that frozen
Can't bee those limbs you miss, or everything
Can't bee the apocalypse, one or the other
Can't live your life for you and for me

Can't even bee your final pollution
I wish I was the heartbeat of your destruction

Can't bee like you
Can't bee that hateful
Can't bee that cross to bridge, or just that thing
Can't bee the insect stroke, the distracted love
Don't dare to bee what you are for me

Can't even bee your absolution
I pace at the rhythm of your consumption
","gothic metal, doom metal, 6 of 10 stars",gothic metal,doom metal,6 of 10 stars
/moonspell/,Capricorn At Her Feet,"Snowbird, ablaze and hurt.
Brighter, fearless, just like a runaway.
Princess never-a-smile.
Oh, child! What makes you try?
Crying and sobbing
You greet the other day

She who never touches the ground.

Spreading an eclipse.
Where never the sun shines,
At her feet.

Frostbite. Astray. Will. Faith.
Haunting, hunting, she rules the game.
Twin soul you are always a strange.
Nothing ever makes you afraid?
Promising, threatening.
She looks the other way

She who never touches the ground.

Spreading an eclipse.
Where never the sun shines
At her feet.

Starlike, but never to be counted.
Look at your hands, child!
Destinies grow back to them.

Daughter sun
With nothing to say.
Never a fullmoon
Just the sickening ray.

Prudent.
In tears hiding,
No water shed.
The sign of the Cross
Will take you to bed.

In Capricorn.

Spreading an eclipse
May never the sun shine
At her feet",,,,
/moonspell/,Common Prayers,"So close to me, as tight as you can be
Inside the cell
The voice within, the desert wind
Calls out our name
So close, so close

So, let me be and keep you company
Inside the gate
Behind the veil, the quarantine
Against myself
So strong, so strong

You are a common prayer
Living life afraid
You have the heart of a saint
And an angel's face
Say the common prayers

So, lock the door, I'll keep the key
Upon my chest
The time has come to born again
And test our faith

Just let me in the sanctuary
Inside the grave
The broken beads, the rosary
Against our will

You are a common prayer
Living life afraid
You have the heart of a saint
And an angel's face

You are a common prayer
Living life afraid
You have the heart of a saint
And an angel's face
Say the common prayers","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Crystal Gazing,"Starts as a feeling pure,
This vitreous second sight
Without hallucinating, hating,
Captive of a future bright

Fortune telling-
Honours for madmen only!
Through the looking glass,
And when the glass looks back.

Why is everything to be denied?
That could make life a little bright.

Horrors guessing, exceptional,
Through details all revived.
Aligned in the death wish prismal
The crystal gazing - silver Eye.

We are the feeble standing
Before the Great Awakening.
The livestock roaming,
Counting the seconds to
Our Second Coming.

Why is everything to be denied?
That could make life a little bright.

Through the looking glass,
And when the glass looks back:
Yourself as a fraud.
",,,,
/moonspell/,Darkening,"A cutting smile. One final mistake.
The frozen tides keep heading South
My broken home. Not far from you.
Surrender slow. I will move with you.
To wherever Nothing you lead me into

And they travelled into the darkening
Whitening the worlds behind
We have reached the southernmost
And we want to know why.

Wishbone. The time has come to choose alone.
To crack the code.
While you are young,
while you feel strong.
Have your revenge, rape what you saw.
The Midnight sun arrived so late.
Furious and fast.

And they travelled into the darkening
Whitening the worlds behind
We have reached the southernmost
And we want to know why.

And they travelled into the darkening
Frightening the Ones behind
We have reached the horrormost
Dare not to know why.

Darkening. Whitening. Frightening. Weakening.","gothic metal, doom metal, black metal",gothic metal,doom metal,black metal
/moonspell/,Darkness And Hope,"So this is
the exemplar deathstyle
you told me about;
you want my seed in
is this the treason
I bare the fame from?
my fatal freedom;
the omniswansong

I carry the news of Darkness and hope

So this is
the underworld
you have in your heart;
you hide in your room
I'm so sorry to say
it only makes me laugh

I carry the news of Darkness and hope

So here I have-your act of love
within the poison-of your every word
each night you stay in-each night I will have to run
knowing from darkness and hope
there is no return.

I carry the news of darkness and hope.

dedicated to the small great people of Saboia, Alentejo, Portugal.
Hang, rope, silver bullet, magic pill, mandrake's— root.
The southern deathstyle","gothic metal, doom metal, gothic",gothic metal,doom metal,gothic
/moonspell/,Dekadance,"Tomorrow will (you) I wake up?
and instead of eyes we will be born with blindfolds
Tomorrow will you (I) wake up?
and from my mouth will flee a song

Tomorrow I will wake up
with this strange need of not to belong
Tomorrow I will wake up
just to copy whatever is wrong

Tomorrow I will wake up
in a cage of perfect gold
Tomorrow, will I wake up?
hope in tongue, golden song

Tomorrow, I will wake up
with an innate appetite
(to be one of yours)
to be just one of yours

Tomorrow I will wake up
and try everything not to be alone
Tomorrow will I wake up?
and try everything to be alone

Incise, open wide from the inside
cast out, see what is still left of (life) live
Secure for me the status of a prime suspect
Tying the hands of a blindman
Teaching the colours to a blindman
and ask him to react, and ask him to react

Tomorrow I will finally feel
a natural (natural) will
of being artificial

(Tomorrow i will feel)

into
Decadance
with
elegance.
",,,,
/moonspell/,Devilred,"DevilredShe wears devilRed

she sweats the poison
-all over her
keeps me quiet
-inside her storm
she has the method
-no other knows

red as the veins,she likes to swim in
floating so gently,through this human misery

She must be a part
Of a Highest Plan
Something I canç£˜ understand

she wears devilRed

Sheç£— selling a damned soul
To whoever pays the most
Her body-the cure
for all evil and good

red as the veins
she likes to swim in
floating so gently
through this human misery

She must be a part
Of the Highest Plan
Something I canç£˜ understand

she wears devilRed

Devilred
","gothic metal, metal, doom metal",gothic metal,metal,doom metal
/moonspell/,Disappear Here,"You can disappear here
Without knowing it
You can disappear here
Without believing it

Leave me alone. Take me with you
Bring me apart, a part from you

Inject your soul
With a milligram of false hope
Write your last loath song

Disappear hear.
","gothic metal, 8 of 10 stars, metal",gothic metal,8 of 10 stars,metal
